pull_away_um,kappa_per_m,dneff,D
0.0,75111.30824458135,0.03705844156659488,0.009775567289040943
0.023076923076923075,74938.07327346422,0.036972970840488895,0.0016666220319633274
0.04615384615384615,74307.16647700909,0.03666169384110196,0.0020633678213269335
0.06923076923076923,73271.70909894495,0.03615081954485433,0.0026498067882175236
0.0923076923076923,71857.87936509115,0.035453263773271626,0.0014248219703258402
0.11538461538461538,70084.61794355093,0.03457837147931153,0.0033627618331549813
0.13846153846153847,68006.55278360324,0.03355309501826609,0.0007798500134096886
0.16153846153846152,65635.87540015439,0.03238344944370475,0.0004057476738346111
0.1846153846153846,63024.656903059324,0.03109512561665717,0.0024909669117795796
0.2076923076923077,60241.350267421636,0.029721896888130317,0.00046055953867113475
0.23076923076923075,57293.88360929338,0.028267674834587364,0.0002597771790504022
0.25384615384615383,54252.7257915489,0.02676722740639592,0.0013412334123271141
0.27692307692307694,51141.74181413323,0.025232329124951214,0.0028278717444490953
0.3,47984.48480782728,0.023674600641539367,0.008906997212119239
0.32307692307692304,44899.080337745334,0.022152322785700118,0.004746964711175805
0.34615384615384615,41816.43907485686,0.020631408241920113,0.004980982580788995
0.3692307692307692,38806.7783404336,0.01914650085488967,0.004743797752224055
0.3923076923076923,35886.590905858684,0.01770573783349061,0.007960591447558618
0.4153846153846154,33076.5528877748,0.016319320366842582,0.004597828120246672
0.43846153846153846,30399.884111247382,0.01499870465974995,0.010729904430626713
0.4615384615384615,27843.248632101742,0.0137373110197605,0.011921202177335555
0.48461538461538456,25424.655396305596,0.012544024706463208,0.006554196781112354
0.5076923076923077,23154.09519515862,0.011423774979702372,0.005148661509566277
0.5307692307692308,21066.141986239036,0.010393619949855548,0.02049062675205854
0.5538461538461539,19171.515370738856,0.009458848457227553,0.048947728595353845
0.5769230769230769,17399.03943395585,0.008584343705991149,0.06923405032968777
0.6,15659.003224064823,0.0077258440777057125,0.054370389375116346
0.6230769230769231,14282.596381127003,0.007046752024152614,0.10577657896426668
0.6461538461538461,12701.153805246,0.006266499374333545,0.06934140581842085
0.6692307692307693,11336.405311575496,0.00559315932091442,0.0455336512145631
0.6923076923076923,10182.479944197084,0.005023835249764463,0.06368036924648623
0.7153846153846154,9035.100401455971,0.004457740759692186,0.02945421637259754
0.7384615384615384,8357.009668237606,0.004123184134317004,0.14419038956883923
0.7615384615384615,7211.989844449081,0.003558253883145124,0.06166189643023473
0.7846153846153846,6536.971382670536,0.0032252130560470604,0.10919097780290649
0.8076923076923076,5955.746406945231,0.002938448089448098,0.17697296275305674
0.8307692307692308,5053.797365741257,0.0024934441796418128,0.0315023938736948
0.8538461538461538,4488.760194873456,0.002214665957441575,0.04215868156704422
0.8769230769230769,4220.512156129652,0.0020823176532851484,0.19189114506530797
0.8999999999999999,3928.813898492609,0.0019383994725430398,0.2454325221810928
