pull_away_um,Omega_per_m,kappa_per_m,dneff,D,A_max
0.0,32977.46073410249,32975.25586456486,0.016270430247999013,0.011563533987222263,0.9998662846817263
0.023076923076923075,32896.000085299725,32893.811742943835,0.016230239166733273,0.011534369536574607,0.9998669583193938
0.04615384615384615,32635.62829093136,32633.485719630884,0.016101776846575433,0.011458546258623359,0.999868701717639
0.06923076923076923,32247.565243060224,32245.493781800367,0.01591031417444544,0.011334385148570658,0.9998715317133039
0.0923076923076923,31686.418840859576,31684.44086125195,0.015633455580949196,0.011173327945450895,0.9998751567426234
0.11538461538461538,30959.2981510097,30957.43613537767,0.015274708539705806,0.010967422537732807,0.9998797156428788
0.13846153846153847,30153.06412121341,30151.334182296276,0.014876928533199774,0.010711700652154155,0.9998852594691386
0.16153846153846152,29181.925373623086,29180.336279954845,0.014397787783667848,0.010435826802620507,0.9998910935189457
0.1846153846153846,28134.87900554143,28133.443344146093,0.013881195707775351,0.010102129763746082,0.9998979469742364
0.2076923076923077,26976.527932694768,26975.24055746218,0.013309688080629378,0.00976943314232287,0.9999045581760777
0.23076923076923075,25744.653584993106,25743.512460622744,0.012701905516344425,0.009415278034097974,0.9999113525395407
0.25384615384615383,24470.824259531888,24469.831933472575,0.012073423191556465,0.009005617440544122,0.9999188988545146
0.27692307692307694,23143.885552063064,23143.025859890917,0.0114187377426882,0.008619147530403048,0.9999257102958492
0.3,21799.74161136886,21799.012280852327,0.010755563570283844,0.008179897942456882,0.999933089269651
0.32307692307692304,20443.077675492383,20442.459504072973,0.010086212278605178,0.007776658648370405,0.9999395235802667
0.34615384615384615,19090.02317119252,19089.504652382515,0.009418641809445738,0.007370400350740491,0.9999456771986698
0.3692307692307692,17766.28213442132,17765.85618377087,0.008765534028380984,0.006924585154628349,0.9999520501204363
0.3923076923076923,16450.087213094885,16449.738012570655,0.008116149352196178,0.006515774326712465,0.9999575446849234
0.4153846153846154,15185.575278726796,15185.291529017013,0.007492264044840713,0.006113150073674745,0.9999626293961767
0.43846153846153846,13970.454866918546,13970.229564751664,0.006892747542868172,0.005679245699765301,0.9999677461682817
0.4615384615384615,12797.576498512126,12797.398082178797,0.006314072433938112,0.005280401210583041,0.9999721173630552
0.48461538461538456,11698.876057707554,11698.738080906645,0.005771995254931106,0.004856738080544987,0.999976412095217
0.5076923076923077,10647.824719885744,10647.719048834006,0.005253427205772265,0.004455141360316717,0.9999801517154596
0.5307692307692308,9662.538377610768,9662.459502765703,0.0047673063113968794,0.004040524599719875,0.999983674160959
0.5538461538461539,8750.886709929327,8750.830786268567,0.004317515316599518,0.003575082510975547,0.9999872187850397
0.5769230769230769,7890.128041329945,7890.090734838293,0.0038928339261574685,0.0030751383801243537,0.9999905435239431
0.6,7105.039729467759,7105.018097162915,0.0035054868008081996,0.0024676457253106077,0.9999939107245743
0.6230769230769231,6379.2194237407175,6379.209966276659,0.0031473813435041187,0.0017219415925060488,0.999997034917152
0.6461538461538461,5713.921708968698,5713.920219655692,0.0028191365417096215,0.0007220060188220523,0.9999994787073088
0.6692307692307693,5107.544954579172,5107.543663462477,0.00251996218241457,0.0007110360492572076,0.9999994944277366
0.6923076923076923,4555.074059865387,4555.056243816401,0.0022473839136094576,0.002796871741484297,0.9999921775084617
0.7153846153846154,4054.060888188709,4053.988594087544,0.0020001938728473334,0.0059719939540679445,0.9999643352882126
0.7384615384615384,3601.1329244042663,3600.9197195170286,0.0017767281275147262,0.010881470057463594,0.9998815936093886
0.7615384615384615,3193.9199508916718,3193.316895882546,0.001575817258875123,0.01943170674571254,0.9996224087729486
0.7846153846153846,2827.524650757494,2826.062922758293,0.0013950450271349446,0.03215058983922264,0.9989663395729901
0.8076923076923076,2510.288549300325,2502.4333127571344,0.0012385269767452023,0.07904834697157209,0.9937513588410619
0.8307692307692308,2272.4232511493215,2235.100974253308,0.0011211689189738472,0.18049445972063333,0.9674217500101566
0.8538461538461538,2040.1252714067127,1986.7648218666286,0.001006557666560326,0.2272154153065133,0.9483731550470886
0.8769230769230769,1831.5971899014955,1765.014390942912,0.0009036740142307487,0.267176234351735,0.9286168597976268
0.8999999999999999,1651.2249079939613,1571.097410165411,0.0008146818794174671,0.3077294417911368,0.9053025906549154
