pull_away_um,kappa_per_m,dneff,D
0.0,146412.29262112424,0.07223694431021377,0.01458090873495771
0.023076923076923075,145915.48003553454,0.07199182675597449,0.015987948886892256
0.04615384615384615,144407.06238874054,0.07124760316929812,0.016213017383128803
0.06923076923076923,141934.34669953503,0.07002761390242451,0.01614904906910969
0.0923076923076923,138548.2037752257,0.06835695761072413,0.016890608199233825
0.11538461538461538,134350.9418084411,0.06628611114338145,0.016712113643479243
0.13846153846153847,129414.09668740045,0.063850368900074,0.017579318335963656
0.16153846153846152,123837.32563258725,0.0610988997924915,0.018094966374026078
0.1846153846153846,117763.347599183,0.05810211854492309,0.017128043415746252
0.2076923076923077,111315.68899811603,0.05492097065796386,0.018381490036486814
0.23076923076923075,104581.27196010285,0.05159834180059342,0.018396045033642894
0.25384615384615383,97705.95142253439,0.04820619392901815,0.018426365287229796
0.27692307692307694,90767.74516908677,0.044783019482593556,0.01889315247601342
0.3,83904.17878902289,0.04139667088105137,0.01708819450850324
0.32307692307692304,77195.56486877467,0.0380867727742733,0.018597548192689495
0.34615384615384615,70668.25317618412,0.03486632561924363,0.01838889790540027
0.3692307692307692,64425.19885846791,0.031786125459810854,0.017207180605781913
0.3923076923076923,58468.56295110557,0.02884723850835913,0.017773608074571623
0.4153846153846154,52892.953425989544,0.026096342476674472,0.015847650563736604
0.43846153846153846,47655.5943835936,0.023512332577606987,0.017206623975374535
0.4615384615384615,42775.55272677132,0.02110461604585634,0.01699315326075429
0.48461538461538456,38286.611442616035,0.0188898607425263,0.01324474856458141
0.5076923076923077,34155.01004180334,0.016851409906469605,0.011239170189516146
0.5307692307692308,30379.786807631262,0.014988789045588646,0.008546488610076897
0.5538461538461539,26956.5240131402,0.01329981854032658,0.010746885727089872
0.5769230769230769,23894.78404592049,0.011789216284566972,0.043496700190748194
0.6,21130.780757614066,0.01042551144779269,0.0541126386660889
0.6230769230769231,18551.084539945714,0.009152740093168799,0.02186190242895958
0.6461538461538461,16323.53431034371,0.008053710640086198,0.03988679795827449
0.6692307692307693,14320.228922192799,0.007065319179440976,0.04190235353877675
0.6923076923076923,12558.282139305795,0.006196009305560857,0.0623634152629467
0.7153846153846154,10924.133366678856,0.00538975245533635,0.01053518904784062
0.7384615384615384,9586.192301175075,0.004729638659500601,0.06787504855755055
0.7615384615384615,8305.63922814116,0.004097838969959522,0.0008531935622233533
0.7846153846153846,7226.527309367847,0.0035654263822908483,0.004397700045709441
0.8076923076923076,6314.78805685835,0.0031155921748626803,0.07117929024512368
0.8307692307692308,5624.757872338361,0.0027751448591408767,0.1482965905213079
0.8538461538461538,4717.716178092827,0.0023276283345290416,0.0015097384334362696
0.8769230769230769,4078.420982899554,0.0020122126642583282,0.008341352308152056
0.8999999999999999,3536.8196341955586,0.0017449972155807458,0.037053728986719214
