pull_away_um,Omega_per_m,kappa_per_m,dneff,D,A_max
0.0,24268.845610345023,24267.804090821563,0.011973770900263414,0.009264446686675809,0.9999141700275898
0.023076923076923075,24212.45975109898,24211.425562002325,0.011945951226782991,0.009242530273116223,0.9999145756341505
0.04615384615384615,24029.02481791401,24028.011517334988,0.01185544804009142,0.009183568963974764,0.999915662061084
0.06923076923076923,23758.154024611253,23757.172538289025,0.011721805720442013,0.00908963180482153,0.9999173785936528
0.0923076923076923,23364.682438725984,23363.743477614753,0.011527674582076486,0.008965086742040218,0.9999196272197077
0.11538461538461538,22852.3782581768,22851.49243956036,0.011274913779703244,0.008804759317300792,0.9999224762133644
0.13846153846153847,22287.08218742268,22286.25614451351,0.010996007821393317,0.008609653434821285,0.9999258738677322
0.16153846153846152,21601.74309820753,21600.98194396974,0.010657874999790984,0.008394659951191707,0.9999295296843038
0.1846153846153846,20863.028913439786,20862.338024006738,0.010293407956273537,0.008138174494446315,0.9999337701158979
0.2076923076923077,20043.65620749015,20043.03413025414,0.00988914558547549,0.007878532125298598,0.9999379287315506
0.23076923076923075,19169.847721679787,19169.293890118388,0.009458025671995163,0.007601361383618277,0.9999422193051156
0.25384615384615383,18264.049885346518,18263.56541258138,0.009011122842402575,0.007283636430368112,0.9999469486403502
0.27692307692307694,17317.81562326396,17317.393800704675,0.008544269475989186,0.006979602645586058,0.9999512851469097
0.3,16356.34640347258,16355.9861803575,0.008069899481211618,0.006636746746109812,0.999955953592628
0.32307692307692304,15383.549926136673,15383.242910946527,0.0075899408404414,0.006317779729444306,0.9999600856592902
0.34615384615384615,14408.872994034884,14408.614099630491,0.007109054420290306,0.0059945884461741206,0.999964064909361
0.3692307692307692,13452.777602845443,13452.563443985428,0.006637335766807251,0.005642548637592115,0.9999681616448725
0.3923076923076923,12496.756520746556,12496.580092638598,0.006165653775967339,0.005313720405000166,0.9999717643754575
0.4153846153846154,11575.46307676955,11575.319077669246,0.00571110571846134,0.0049879759348521735,0.9999751200960734
0.43846153846153846,10686.391674589198,10686.276782921834,0.005272455382363539,0.004637058263513905,0.9999784976906608
0.4615384615384615,9823.868080817492,9823.776980842824,0.004846903212568865,0.004306573444842643,0.9999814534251642
0.48461538461538456,9013.119315977758,9013.048904608233,0.004446895724626199,0.003952737603126699,0.9999843758654409
0.5076923076923077,8233.07663785988,8233.02315354555,0.004062038015686387,0.0036045116184835746,0.9999870074959922
0.5307692307692308,7498.331164856884,7498.291989107491,0.0036995290564636463,0.0032325167087191575,0.9999895508357278
0.5538461538461539,6815.838828800646,6815.812112129977,0.0033628007668560222,0.0027999229775828027,0.9999921604313196
0.5769230769230769,6167.9296178127925,6167.913221222061,0.0030431351106852134,0.002305800785570855,0.9999946832827372
0.6,5574.340167649195,5574.332336919563,0.0027502697556869293,0.0016761744882577978,0.9999971904390849
0.6230769230769231,5023.135078113034,5023.133238194829,0.002478316010249948,0.0008559074131556099,0.9999992674225001
0.6461538461538461,4515.491046321146,4515.490857336743,0.0022278544335785355,0.00028931801878195884,0.999999916295084
0.6692307692307693,4050.699701845941,4050.6918027614947,0.0019985355296419094,0.0019748683080931806,0.9999960998951657
0.6923076923076923,3625.3270404659434,3625.290580796437,0.0017886650283260863,0.004484837115414808,0.9999798862360482
0.7153846153846154,3238.010739557031,3237.897889011031,0.0015975707864539501,0.008348797045092171,0.9999302975878999
0.7384615384615384,2886.2007540954096,2885.903404070496,0.0014239946619865052,0.014354052603912815,0.9997939611738441
0.7615384615384615,2568.9603473879856,2568.166752007909,0.0012674744874709987,0.024854344862791145,0.9993822615414415
0.7846153846153846,2282.5719113475525,2280.704338447174,0.0011261760682264033,0.04044386885028167,0.9983642934724212
0.8076923076923076,2038.3465666110533,2028.555515652726,0.0010056800886126815,0.09789679803920515,0.9904162169336711
0.8307692307692308,1874.3881375343974,1828.7645290289634,0.0009247862258203732,0.21929114604125594,0.9519113932679125
0.8538461538461538,1702.3116508560122,1637.7878218172289,0.000839887073141643,0.27270976857506246,0.9256293821237359
0.8769230769230769,1545.7188256386332,1466.0302846465213,0.0007626272543648227,0.3169398417637023,0.8995491367027993
0.8999999999999999,1410.7766164304217,1315.9265964736308,0.0006960494235204173,0.36047852355121723,0.8700552340583345
