pull_away_um,Omega_per_m,kappa_per_m,dneff,D,A_max
0.0,20828.490947852562,20827.778108770963,0.01027636760363615,0.008273287757576797,0.9999315527096804
0.023076923076923075,20781.541428686975,20780.83345241013,0.010253203634678076,0.008254328963253121,0.9999318660533664
0.04615384615384615,20627.357768742153,20626.663848866447,0.010177132450643,0.008202461643379677,0.9999327196229889
0.06923076923076923,20400.7772802243,20400.10456282479,0.010065342095900043,0.008120904262392703,0.999934050913961
0.0923076923076923,20070.88875010999,20070.24459710966,0.009902581586165304,0.008011664022087917,0.9999358132395971
0.11538461538461538,19640.32176616871,19639.713440515563,0.009690148308303392,0.007870555780262245,0.9999380543517098
0.13846153846153847,19166.44990181764,19165.881636196988,0.009456349254532093,0.0077004593188811366,0.9999407029262782
0.16153846153846152,18590.06647509271,18589.54206529756,0.009171973012945589,0.007511157369843147,0.9999435825149654
0.1846153846153846,17968.941652279074,17968.46460444379,0.008865522246879198,0.007286715792628962,0.9999469037729575
0.2076923076923077,17279.14519090455,17278.71480929297,0.008525190245558534,0.007057940946180563,0.9999501854696002
0.23076923076923075,16542.547265244433,16542.163288927117,0.008161767322644398,0.006813394021200181,0.9999535776619118
0.25384615384615383,15778.107466427888,15777.770644054948,0.007784607767343132,0.006534098705784364,0.9999573055541031
0.27692307692307694,14978.485824573097,14978.19185404594,0.007390090182939346,0.0062651403754721,0.9999607480160756
0.3,14164.815736410415,14164.563922166268,0.006988641371550308,0.005962765765993916,0.9999644454244199
0.32307692307692304,13340.660515058678,13340.445330688757,0.006582019401755623,0.005679759434711329,0.9999677403327638
0.34615384615384615,12513.094196236894,12512.912288255562,0.0061737144635873875,0.00539208760730131,0.9999709253912352
0.3692307692307692,11700.35046178153,11700.199511760873,0.00577272269689022,0.005079614453681824,0.9999741975170019
0.3923076923076923,10885.460290244197,10885.335671815472,0.005370671920370995,0.004784995034876394,0.9999771038225163
0.4153846153846154,10099.099396484718,10098.997506909827,0.004982696928153452,0.0044919762796847285,0.9999798221491027
0.43846153846153846,9338.7427100606,9338.661286458662,0.004607551900165596,0.00417585106834284,0.999982562267855
0.4615384615384615,8599.322169573321,8599.257642464947,0.00424273635463468,0.0038739425420939444,0.9999849925691806
0.48461538461538456,7903.2099152792625,7903.160157606594,0.0038992882653596794,0.0035484818237557225,0.9999874082767465
0.5076923076923077,7231.627974994746,7231.590460907073,0.003567942950348346,0.0032210212579412145,0.9999896250220559
0.5307692307692308,6597.614827908075,6597.587771556967,0.0032551333386816594,0.002863885738811911,0.999991798158475
0.5538461538461539,6007.6247486530665,6007.606869869066,0.002964043842466957,0.0024396766220510235,0.9999940479779799
0.5769230769230769,5446.070162987889,5446.059920974889,0.0026869838592809003,0.0019393930678122118,0.9999962387545285
0.6,4930.507087882899,4930.503006950954,0.0024326151824571873,0.0012866155336362373,0.9999983446204687
0.6230769230769231,4450.757445400245,4450.757065390128,0.002195916148609367,0.00041323357864220256,0.9999998292380095
0.6461538461538461,4007.91687138583,4007.915500967377,0.0019774273229056227,0.0008269556275108947,0.9999993161443901
0.6692307692307693,3601.5730401986934,3601.560186358483,0.0017769452719877954,0.0026716831127152063,0.9999928621093452
0.6923076923076923,3228.8949077462116,3228.8470919226897,0.0015930732144053827,0.005442171891859138,0.9999703827650994
0.7153846153846154,2888.9069251834335,2888.7703405126454,0.0014253298335535902,0.009723980284617684,0.9999054442074243
0.7384615384615384,2579.384585042946,2579.0381491856347,0.0012726176012183288,0.016389050112306403,0.9997313990364163
0.7615384615384615,2299.9291687039904,2299.0238313869027,0.0011347397974774687,0.02805564356571466,0.9992128808641135
0.7846153846153846,2047.321814040443,2045.2151677177537,0.0010101082990936483,0.04535299867173098,0.997943105511482
0.8076923076923076,1834.4602908854743,1823.5282414086257,0.0009050866119206802,0.10900932457369988,0.9881169671559857
0.8307692307692308,1703.7679318428616,1653.359239107142,0.0008406055735261653,0.24144942429522476,0.9417021755075046
0.8538461538461538,1558.1100606179127,1487.2604006572712,0.0007687408458885159,0.29811979834836516,0.9111245858327301
0.8769230769230769,1424.1766866390033,1337.187762898153,0.0007026607544959873,0.3441358928728716,0.8815704872365915
0.8999999999999999,1309.0437784542487,1206.1502811698206,0.0006458564430005254,0.38862035379833204,0.8489742206136592
