g_nm,t_pcm_nm,t_gap_pcm_nm,D_antisym,D_sym,delta_D,Amax_antisym,Amax_sym,Omega_antisym,Omega_sym,eta_pcm_avg_antisym,eta_pcm_avg_sym,loss_eff_antisym,loss_eff_sym,sym_mode1,sym_mode2,antisym_mode1,antisym_mode2,L_corrected_design_um,theta_tail_rad,P_antisym,P_sym,ER_dB
300.00000000000006,5.0,0.0,0.02429428753984203,0.010593036030186964,-0.013701251509655066,0.9994097875929315,0.9998877875876632,84657.49332517193,85479.6607282635,0.002671668402035882,0.002702593587270471,1.4240635936737036,0.0,3,4,3,4,15.168931729441779,0.27416118895202224,0.9987574526125651,0.9998877875876632,0.004912310447607849
300.00000000000006,5.0,5.0,0.0201836886109647,0.010625489657533072,-0.00955819895343163,0.9995926187140556,0.9998870989695376,84542.46069482127,85366.35062589594,0.00250856911492131,0.0025276699589534463,1.262332115777389,0.0,3,4,3,4,15.189066046938864,0.27416118895202224,0.9989949443556481,0.9998870989695376,0.003876745532221917
300.00000000000006,5.0,10.0,0.01770176923138722,0.010675096880442214,-0.007026672350945007,0.9996866473660787,0.9998860423065932,84553.73427883202,85396.71791421059,0.002267852458442153,0.00228696063879638,1.1680078672960406,0.0,3,4,3,4,15.183664776736173,0.27416118895202224,0.9991148013600482,0.9998860423065932,0.0033511311911906885
300.00000000000006,5.0,15.000000000000002,0.015405878166378784,0.010723355705165527,-0.0046825224612132565,0.9997626589179227,0.9998850096424204,84560.35048881223,85419.02067914057,0.0020634778755054574,0.0020817600675730377,1.0809762388209567,0.0,3,4,3,4,15.179700346992089,0.27416118895202224,0.9992152108250975,0.9998850096424204,0.0029102086854421345
300.00000000000006,5.0,20.0,0.013263177423979644,0.010799789977654572,-0.0024633874463250716,0.9998240881246201,0.9998833645364386,84564.61685474713,85436.33578782764,0.0018857258576850618,0.0019029926734546005,1.0008855923269353,0.0,3,4,3,4,15.17662392571393,0.27416118895202224,0.9992995225427401,0.9998833645364386,0.0025366299903215304
300.00000000000006,5.0,25.000000000000004,0.011293915590982306,0.010863010596025235,-0.0004309049949570709,0.9998724474706238,0.9998819950007907,84567.6368943454,85450.29889873063,0.0017289968692494407,0.0017452456490273118,0.927318582898112,0.0,3,4,3,4,15.174143970866039,0.27416118895202224,0.9993692405164899,0.9998819950007907,0.0022276984906099257
300.00000000000006,5.0,30.000000000000004,0.00951433602920454,0.01087651324183897,0.00136217721263443,0.9999094774099234,0.9998817014597001,84569.98427444066,85461.88045709408,0.0015895771170159766,0.0016048672590137595,0.8598306621769933,0.0,3,4,3,4,15.172087612720464,0.27416118895202224,0.9994261373594351,0.9998817014597001,0.0019791747371862697
300.00000000000006,5.0,35.0,0.00787219172462822,0.010887321211234535,0.003015129486606316,0.9999380285974507,0.9998814662368434,84571.97226577923,85471.70276500225,0.0014648101778875783,0.0014792213403454733,0.7979573161151808,0.0,3,4,3,4,15.170344054193832,0.27416118895202224,0.9994731239654243,0.9998814662368434,0.0017739804488910635
300.00000000000006,5.0,40.0,0.00635427831233959,0.010896767089566606,0.004542488777227016,0.9999596231471294,0.9998812604669958,84573.78893089294,85480.20064023582,0.0013526986108095844,0.0013663150218229585,0.7412749541793711,0.0,3,4,3,4,15.168835919092865,0.27416118895202224,0.9995117857292527,0.9998812604669958,0.0016050955257267986
310.0,5.0,0.0,0.027092708945106958,0.010383667153995801,-0.016709041791111157,0.9992659851220157,0.999892179456435,78919.64467885236,79658.88188228093,0.002668588262033607,0.002699443953220129,1.4224429176040605,0.0,3,4,3,4,16.49749191122212,0.25662456728496835,0.9985776510650047,0.999892179456435,0.005713296246139935
310.0,5.0,5.0,0.02268932392242834,0.010413933769491734,-0.012275390152936605,0.9994851945799431,0.9998915499834446,78811.47833412932,79557.42714232208,0.0025050011569793086,0.0025240142871354593,1.2607539545919826,0.0,3,4,3,4,16.51853015758009,0.25662456728496835,0.9988543519798174,0.9998915499834446,0.004507320411330329
310.0,5.0,10.0,0.020037252859277654,0.010460819294800139,-0.009576433564477516,0.9995985084978534,0.9998905712596815,78821.45487228183,79587.85957368718,0.0022639291666958932,0.0022829344350234274,1.1663276332978851,0.0,3,4,3,4,16.51221387972106,0.25662456728496835,0.9989953317907537,0.9998905712596815,0.003890142871485436
